Ticker,Date,Headline,GNW_timestamp_iso
ELVA,12/16/2024,Electrovaya Inc. Announces Proposed Public Offering of Common Shares and Files Preliminary Prospectus Supplement,2024-12-16 16:45:00 ET
WBUY,12/16/2024,Webuy Global Ltd. Announces Pricing of $3.7 Million Registered Direct Offering,2024-12-16 15:55:00 ET
LAES,12/16/2024,SEALSQ Announces Pricing of $25.0 Million Registered Direct Offering Priced Above Market Under NASDAQ Rules,2024-12-16 15:48:00 ET
VBNK,12/16/2024,VERSABANK LAUNCHES OFFERING OF COMMON SHARES,
RDZN,12/15/2024,Roadzen Inc. Announces Pricing of Public Offering,2024-12-15 22:30:00 ET
FLGC,12/13/2024,Flora Growth Corp. Announces Pricing of $3.6 Million Registered Direct Offering,
KNW,12/13/2024,"Know Labs, Inc. Announces $300K Registered Direct Offering",
CPHI,12/13/2024,"China Pharma Announces the Entry of ""At-The-Market"" Equity Offering",
AZ,12/13/2024,"A2Z Cust2Mate Solutions Corp. Announces Aggregate US$12.5 Million Registered Direct Offering, Priced at $6.40 Per Share, with No Warrants",
MYNZ,12/12/2024,Mainz Biomed Announces Pricing of $8.0 Million Follow-On Offering Priced at-the-Market Under Nasdaq Rules,2024-12-12 20:00:00 ET
LAES,12/12/2024,SEALSQ Announces Pricing of $10.0 Million Registered Direct Offering Priced Above Market Under NASDAQ Rules,2024-12-12 20:00:00 ET
FFIC,12/12/2024,Flushing Financial Corporation Announces Common Stock Offering,
CADL,12/12/2024,Candel Therapeutics Announces $80 Million Proposed Public Offering,2024-12-12 16:51:00 ET
INO,12/12/2024,INOVIO Announces Proposed Public Offering,
WASH,12/12/2024,Washington Trust Announces Stock Offering,
LICN,12/12/2024,Lichen China Limited Announces $2.70 Million Registered Direct Offering,
PALI,12/12/2024,Palisade Bio Announces Pricing of $5 Million Underwritten Public Offering Priced At-Market Under Nasdaq Rules,2024-12-12 12:05:00 ET
SPGC,12/12/2024,"Sacks Parente Golf, Inc. Announces Pricing of Upsized $8.4 Million Underwritten Public Offering",2024-12-12 08:48:00 ET
SCLX,12/12/2024,Scilex Holding Company Announces $17 Million Registered Direct Offering,2024-12-12 08:21:00 ET
ORA,12/11/2024,Ormat Announces Public Offering of Common Stock on Behalf of Stockholder ORIX Corporation,2024-12-11 18:03:00 ET
FISI,12/11/2024,"Financial Institutions, Inc. Announces Launch of Common Stock Offering",2024-12-11 16:09:00 ET
BCTX,12/11/2024,BriaCell Therapeutics Announces Proposed Public Offering,
CGON,12/11/2024,CG Oncology Announces Proposed Public Offering,2024-12-11 06:17:00 ET
LOAR,12/10/2024,Loar Announces Pricing of Upsized Public Offering,
NAMS,12/10/2024,NewAmsterdam Pharma Announces Commencement of $300 Million Public Offering of Ordinary Shares and Pre-Funded Warrants,2024-12-10 16:34:00 ET
IBRX,12/10/2024,"ImmunityBio, Inc. Announces Proposed Public Offering of Common Stock",
CUZ,12/10/2024,"Cousins Properties Announces Public Offering of 9,500,000 Shares of Common Stock",
CCB,12/10/2024,Coastal Financial Corporation Announces Proposed Public Offering of Common Stock,2024-12-10 16:04:00 ET
RCKT,12/10/2024,Rocket Pharmaceuticals Announces Proposed Public Offering of Common Stock,
WAVE,12/10/2024,Eco Wave Power Announces Pricing of $3.0 Million Registered Direct Offering to Propel Commercial-Scale Wave Energy Deployment,
SEI,12/9/2024,"Solaris Energy Infrastructure, Inc. Announces Commencement of Underwritten Public Offering of Class A Common Stock",
TARA,12/9/2024,Protara Announces Proposed Public Offering,2024-12-09 16:01:00 ET
DUO,12/9/2024,Fangdd Announces Pricing of US$7.0 Million Registered Direct Offering,2024-12-09 12:30:00 ET
NBN,12/9/2024,Northeast Bank Announces Commencement of At-the-Market Offering of Voting Common Stock,2024-12-09 08:45:00 ET
UPC,12/9/2024,Universe Pharmaceuticals INC Announces $15 Million Registered Direct Offering,2024-12-09 07:00:00 ET
AJG,12/9/2024,Arthur J. Gallagher & Co. Announces $8.5 Billion Common Stock Offering,
PRN,12/6/2024,Profound Medical Announces Pricing of US$35 Million Underwritten Public Offering of Common Shares,2024-12-06 09:04:00 ET
VNRX,12/6/2024,VolitionRx Announces Pricing of up to $1.9 Million Registered Direct Offering,
EYEN,12/6/2024,"Eyenovia, Inc. Announces Pricing of $1.9 Million Registered Direct Offering",2024-12-06 08:00:00 ET
PROF,12/5/2024,Profound Medical Announces Proposed Public Offering of Common Shares,
RIME,12/5/2024,"Algorhythm Holdings, Inc. Announces Pricing of $9.5 Million Public Offering",2024-12-05 08:45:00 ET
TRON,12/5/2024,"SRM Entertainment, Inc. Announces Pricing of $1.7 Million Registered Direct Offering",2024-12-05 08:30:00 ET
IDAI,12/5/2024,Trust Stamp Announces Pricing of $3.0 Million Registered Direct Offering,2024-12-05 08:30:00 ET
SMTC,12/4/2024,Semtech Announces Proposed Public Offering of Common Stock,
MYO,12/4/2024,"Myomo, Inc. Announces Proposed Public Offering of Common Stock",
PSQH,12/4/2024,PublicSquare Announces $36.2 Million Registered Direct Offering of Common Stock,
CRGY,12/3/2024,Crescent Energy Company Announces Public Offering of Class A Common Stock,
JANX,12/3/2024,Janux Therapeutics Announces Proposed Public Offering,
PPBT,12/3/2024,Purple Biotech Announces $2.8 Million Registered Direct Offering of American Depositary Shares,2024-12-03 08:23:00 ET
AS,12/2/2024,"Amer Sports, Inc. Announces Launch of a Public Offering of 34,000,000 Ordinary Shares",
RVMD,12/2/2024,Revolution Medicines Announces Commencement of Public Offering of Common Stock,2024-12-02 16:31:00 ET
BSKY,12/2/2024,BluSky Carbon Announces $3 Million Marketed Public Offering of Units,
POET,11/26/2024,Poet Technologies Announces US$25 Million Registered Direct Offering,2024-11-26 16:44:00 ET
RGTI,11/26/2024,Rigetti Computing Announces Pricing of $100 Million Registered Direct Offering of Common Stock Priced At-The-Market Under Nasdaq Rules,2024-11-26 08:00:00 ET
MAC,11/25/2024,Macerich Announces Commencement of Public Offering of Common Stock,2024-11-25 16:05:00 ET
AMPG,11/25/2024,"AmpliTech Group Announces Pricing of $1.4 Million Registered Direct Offering, Priced At-The-Market",2024-11-25 09:00:00 ET
EYEN,11/25/2024,"Eyenovia, Inc. Announces Pricing of $1.3 Million Registered Direct Offering",2024-11-25 08:00:00 ET
REPL,11/25/2024,Replimune Announces Proposed Public Offering,2024-11-25 07:09:00 ET
ONB,11/25/2024,Old National Announces Pricing of Common Stock Offering,2024-11-25 06:10:00 ET
CPK,11/22/2024,Chesapeake Utilities Corporation Announces $100 Million At-The-Market Equity Offering Program,
AMIX,11/22/2024,"Autonomix Medical, Inc. Announces Pricing of $9.0 Million Underwritten Public Offering",2024-11-22 09:15:00 ET
BTAI,11/21/2024,BioXcel Therapeutics Announces Proposed Public Offering,2024-11-21 16:47:00 ET
KSCP,11/21/2024,Knightscope Announces Proposed Public Offering,
SLG,11/21/2024,SL Green Realty Corp. Announces Proposed Offering of Common Stock,2024-11-21 16:14:00 ET
MODD,11/21/2024,Modular Medical Announces Proposed Public Offering,
ABL,11/21/2024,Abacus Life Announces Proposed Public Offering of Common Stock,2024-11-21 16:01:00 ET
VRCA,11/20/2024,Verrica Announces Proposed Public Offering,2024-11-20 16:05:00 ET
BLZE,11/20/2024,Backblaze Launches Proposed Follow-On Offering,
LCTX,11/20/2024,Lineage Cell Therapeutics Announces Pricing of up to $66 Million Registered Direct Offering,
DTM,11/19/2024,DT Midstream Announces Proposed Public Offering of Common Stock,2024-11-19 17:26:00 ET
SYRE,11/18/2024,Spyre Therapeutics Announces Proposed Public Offering of its Common Stock and Pre-Funded Warrants,
DPRO,11/18/2024,Draganfly Announces Pricing of US$3.76 Million Registered Direct Offering,2024-11-18 08:30:00 ET
PPTA,11/18/2024,Perpetua Resources Announces Offering of Common Shares,
CTXR,11/15/2024,Citius Pharmaceuticals Announces $3 Million Registered Direct Offering,
SCWO,11/15/2024,374Water Inc. Announces Pricing of $12.2 Million Registered Direct Offering,
QUBT,11/14/2024,"Quantum Computing, Inc. Announces Registered Direct Offering of $40 Million Priced At-The-Market Under Nasdaq Rules",
TMC,11/14/2024,The Metals Company Announces US$17.5 Million Registered Direct Offering of Common Shares and Class B Warrants,2024-11-14 16:33:00 ET
ASB,11/14/2024,Associated Banc-Corp announces proposed common stock offering,
HUMA,11/14/2024,Humacyte Announces Pricing of $15.0 Million Registered Direct Offering,2024-11-14 08:00:00 ET
VLT,11/13/2024,Volt Lithium Announces Filing of Prospectus Supplement in Respect of $5.4 Million Marketed Public Offering of Units,2024-11-13 22:00:00 ET
CLDI,11/13/2024,Calidi Biotherapeutics Announces Proposed Public Offering,
ZLAB,11/13/2024,Zai Lab Announces Proposed Public Offering of American Depositary Shares,
VRPX,11/13/2024,"Virpax Pharmaceuticals, Inc. Announces Pricing of $5.0 Million Public Offering of Common Stock and Pre-Funded Warrants",
GCTK,11/13/2024,"Glucotrack, Inc. Announces Pricing of $10.0 Million Public Offering",2024-11-13 09:00:00 ET
PAPL,11/13/2024,"Pineapple Financial, Inc. Announces Pricing of $1.0 Million Registered Direct Offering",2024-11-13 08:00:00 ET
VLT,11/12/2024,Volt Lithium Announces Upsized $5.4 Million Marketed Public Offering of Units,
GDYN,11/12/2024,Grid Dynamics Announces Proposed Public Offering,
ETNB,11/12/2024,"89bio, Inc. Announces Proposed Underwritten Public Offering of Common Stock and Pre-Funded Warrants",
ACOG,11/12/2024,Alpha Cognition Announces Pricing of $50 Million Upsized Public Offering and Nasdaq Listing,
DCOM,11/12/2024,Dime Community Bancshares Announces Pricing of Common Stock Offering,2024-11-12 08:17:00 ET
NXGL,11/11/2024,"NEXGEL Announces $2,000,000 Registered Direct Offering",2024-11-11 17:35:00 ET
KRUS,11/11/2024,Kura Sushi USA Announces Launch of Public Offering of Common Stock,2024-11-11 16:01:00 ET
SNAX,11/8/2024,"Stryve Foods, Inc. Announces Pricing of $2.9 Million Public Offering Priced At-Market According to Nasdaq Rules",2024-11-08 09:20:00 ET
NMHI,11/8/2024,Nature's Miracle Holding Inc. (NMHI) Announces Pricing of $3 Million Public Offering,
APYX,11/8/2024,"Apyx Medical Corporation Announces $7,000,000 Million Registered Direct Offering",2024-11-08 07:05:00 ET
VLY,11/7/2024,Valley National Bancorp Announces Proposed Common Stock Offering,2024-11-07 17:22:00 ET
ESTA,11/7/2024,Establishment Labs Announces $50 Million Registered Direct Offering,
CUZ,11/7/2024,"Cousins Properties Announces Public Offering of 6,000,000 Shares of Common Stock",
PRPH,11/7/2024,ProPhase Labs Announces Proposed Public Offering of Common Stock,
TVTX,11/7/2024,Travere Therapeutics Announces Proposed Public Offering of Common Stock,2024-11-07 16:01:00 ET
DUO,11/7/2024,Fangdd Announces Pricing of US$5 Million Registered Direct Offering,2024-11-07 14:20:00 ET
SONN,11/6/2024,Sonnet BioTherapeutics Announces Pricing of $5.0 Million Underwritten Public Offering Priced At-The-Market Under Nasdaq Rules,2024-11-06 13:20:00 ET
CDZI,11/4/2024,Cadiz Inc. Announces $23 Million Registered Direct Offering,
XEL,11/4/2024,Xcel Energy Announces Public Offering of Common Stock with a Forward Component,
NB,11/1/2024,NioCorp Announces Commencement of Proposed Underwritten Public Offering of Common Shares & Warrants,
MPB,11/1/2024,"Mid Penn Bancorp, Inc. Announces Pricing of $70 Million Offering of Common Stock",
ARBE,10/31/2024,"Arbe Robotics, Ltd. Announces Proposed Public Offering",
ASPI,10/31/2024,ASP Isotopes Announces Proposed Public Offering of Common Stock,2024-10-31 16:01:00 ET
BNGO,10/31/2024,Bionano Announces $3 Million Registered Direct Offering Priced At-the-Market under Nasdaq Rules,2024-10-31 08:00:00 ET
TLSA,10/30/2024,Tiziana Life Sciences Announces Registered Direct Offering of up to approximately $10 Million,2024-10-30 22:29:00 ET
CALC,10/30/2024,CalciMedica Announces Proposed Public Offering of Common Stock,
CWH,10/30/2024,Camping World Announces Commencement of Proposed Offering of Class A Common Stock,
ENVX,10/30/2024,Enovix Announces Proposed Public Offering of Common Stock,2024-10-30 16:01:00 ET
ISPC,10/30/2024,iSpecimen Inc. Announces Pricing of $5 Million Public Offering of Common Stock and Pre-Funded Warrants,2024-10-30 08:30:00 ET
THRY,10/29/2024,Thryv Holdings Announces Public Offering of Common Stock,
EFSH,10/29/2024,1847 Holdings LLC Announces Pricing of $11.1 Million Public Offering,
BIOR,10/29/2024,Biora Therapeutics Announces $3 Million Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,2024-10-29 08:00:00 ET
ELDN,10/29/2024,Eledon Pharmaceuticals Announces Pricing of $85 Million Underwritten Offering of Common Stock and Pre-Funded Warrants,2024-10-29 07:46:00 ET
VERA,10/28/2024,Vera Therapeutics Announces Proposed Public Offering of Class A Common Stock,2024-10-28 17:37:00 ET
EYPT,10/28/2024,EyePoint Pharmaceuticals Announces Proposed Public Offering of Common Stock,2024-10-28 17:14:00 ET
GP,10/28/2024,GreenPower Motor Company Inc. Announces Proposed Public Offering,
PRCT,10/28/2024,PROCEPT BioRobotics Corporation Announces Proposed Offering of Common Stock,2024-10-28 16:19:00 ET
MNPR,10/28/2024,Monopar Therapeutics Inc. Announces Proposed Public Offering of Common Stock,2024-10-28 16:00:00 ET
BIVI,10/28/2024,BioVie Inc. Announces Pricing of Registered Direct Offering Priced At-the-Market Under Nasdaq Rules,2024-10-28 15:13:00 ET
SENS,10/25/2024,"Senseonics Holdings, Inc. Announces $16 Million Registered Direct Offering",2024-10-25 08:00:00 ET
JOBY,10/24/2024,"Joby Aviation, Inc. Launches Public Offering of Common Stock",
ADC,10/24/2024,Agree Realty Announces Common Stock Offering,
CNSP,10/23/2024,CNS Pharmaceuticals Announces Pricing of $3 Million Registered Direct Offering of Common Stock Priced At-The-Market Under Nasdaq Rules,
CELZ,10/23/2024,Creative Medical Technology Holdings Announces $1.85 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,2024-10-23 08:00:00 ET
TELA,10/22/2024,TELA Bio Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,2024-10-22 16:05:00 ET
PRQR,10/22/2024,ProQR Announces Proposed Underwritten Public Offering of Ordinary Shares,2024-10-22 16:01:00 ET
IVP,10/22/2024,Inspire Veterinary Partners Announces $2.5 Million Registered Direct Offering of Common Stock,
TIGR,10/22/2024,UP Fintech Announces Proposed Follow-on Public Offering of American Depositary Shares,2024-10-22 08:05:00 ET
ASPN,10/21/2024,"ASPEN AEROGELS, INC. ANNOUNCES PRICING OF PUBLIC OFFERING OF 4,250,000 SHARES OF COMMON STOCK",
MRX,10/21/2024,Marex Group plc Announces Launch of a Public Offering,
ASPI,10/21/2024,"ASPEN AEROGELS, INC. ANNOUNCES PUBLIC OFFERING OF 4,250,000 SHARES OF COMMON STOCK",
JTAI,10/18/2024,Jet.AI Announces Pricing of $1.5 Million Registered Direct Offering,2024-10-18 14:00:00 ET
LCID,10/16/2024,"Lucid Group, Inc. Announces Public Offering of Common Stock and Corresponding Investment by an Affiliate of PIF",
CAPR,10/16/2024,Capricor Therapeutics Announces Proposed Public Offering of Common Stock,2024-10-16 16:17:00 ET
VSEC,10/15/2024,VSE Corporation Announces Public Offering of Common Stock,
RANI,10/15/2024,"Rani Therapeutics Holdings, Inc. Announces Pricing of $10.0 Million Registered Direct Offering and Cancellation of Certain Existing Warrants",2024-10-15 08:30:00 ET
LEXX,10/15/2024,Lexaria Announces $5 Million Registered Direct Offering Priced At-The-Market Under Nasdaq Rules,
AZ,10/11/2024,"A2Z Cust2Mate Solutions Corp. Announces Aggregate US$1.8 Million Registered Direct Offering, Priced at $2.80 Per Share, with No Warrants",
TWG,10/11/2024,Top Wealth Group Holding Limited Announces Pricing of $10.8 Million Public Offering of Ordinary Shares,2024-10-11 09:00:00 ET
NLST,10/11/2024,Netlist Announces $15 Million Registered Direct Offering,
JTAI,10/10/2024,Jet.AI Announces Pricing of $2.4 Million Registered Direct Offering,2024-10-10 14:41:00 ET
DUO,10/10/2024,FangDD Announces Pricing of US$4.5 Million Registered Direct Offering,2024-10-10 14:05:00 ET
IMTX,10/10/2024,Immatics Announces Proposed $150 Million Public Offering,2024-10-10 07:30:00 ET
SPGC,10/9/2024,"Sacks Parente Golf Inc. Announces Pricing of $732,000 Underwritten Public Offering of Shares of Common Stock",2024-10-09 08:00:00 ET
DKL,10/8/2024,"Delek Logistics Partners, LP Announces Proposed Public Offering of Common Units",
CRNX,10/8/2024,Crinetics Pharmaceuticals Announces Proposed Public Offering of Common Stock,2024-10-08 16:01:00 ET
CRDL,10/8/2024,Cardiol Therapeutics Files Preliminary Prospectus Supplement for Proposed Public Offering of Common Shares,
NYXH,10/7/2024,Nyxoah Raises $27 Million through its At-the-Market Offering,2024-10-07 17:00:00 ET
SRRK,10/7/2024,Scholar Rock Announces Proposed Public Offering of Common Stock and Pre-Funded Warrants,
DUO,10/4/2024,FangDD Announces Pricing of US$5.0 Million Registered Direct Offering,2024-10-04 14:20:00 ET
HUMA,10/4/2024,Humacyte Announces Pricing of $30.0 Million Registered Direct Offering,2024-10-04 08:00:00 ET
AZ,10/2/2024,"A2Z Cust2Mate Solutions Corp. Announces Aggregate US$4,057,500 Million Registered Direct Offering, priced at $0.75 per share, with no warrants",
AKAN,10/2/2024,Akanda Corp. Announces Pricing of Underwritten Public Offering,
DUO,10/1/2024,FangDD Announces US$2.5 Million Registered Direct Offering of Class A Ordinary Shares,2024-10-01 14:30:00 ET
BHVN,10/1/2024,Biohaven Announces Pricing of $250 Million Public Offering of Common Shares,
ARQQ,9/30/2024,Arqit Quantum Inc. Announces $13.6 Million Registered Direct Offering,2024-09-30 16:30:00 ET
